Price,Close,log_return,diff
Ticker,GBPUSD=X,,
Date,,,
2003-12-03,1.7281005382537842,-0.0012797093525809698,-0.0022128820419311523
2003-12-04,1.7206965684890747,-0.004293660027084457,-0.007403969764709473
2003-12-05,1.7331022024154663,0.007183792745651723,0.012405633926391602
2003-12-08,1.7342143058776855,0.0006414779254762606,0.0011121034622192383
2003-12-09,1.7454140186309814,0.006437326279907887,0.011199712753295898
2003-12-10,1.7397961616516113,-0.0032238295852115633,-0.005617856979370117
2003-12-11,1.7462064027786255,0.0036777071925186964,0.00641024112701416
2003-12-12,1.747304916381836,0.0006288879806347812,0.0010985136032104492
2003-12-15,1.747304916381836,0.0,0.0
2003-12-16,1.7542012929916382,0.00393909655715025,0.006896376609802246
2003-12-17,1.7655055522918701,0.006423431646650578,0.011304259300231934
2003-12-18,1.7710086107254028,0.0031121395936685808,0.005503058433532715
2003-12-19,1.7651938199996948,-0.003288723471317255,-0.005814790725708008
2003-12-22,1.7642908096313477,-0.000511695322580081,-0.000903010368347168
2003-12-23,1.7641974687576294,-5.2907005139707616e-05,-9.334087371826172e-05
2003-12-24,1.775599718093872,0.006442340151525075,0.011402249336242676
2003-12-25,1.775410532951355,-0.00010655285641057162,-0.00018918514251708984
2003-12-26,1.7720128297805786,-0.001915589915461708,-0.003397703170776367
2003-12-29,1.7744970321655273,0.0014009281732981758,0.0024842023849487305
2003-12-30,1.777998924255371,0.0019715114483347504,0.00350189208984375
2003-12-31,1.7888127565383911,0.00606360323095627,0.01081383228302002
2004-01-01,1.785204291343689,-0.002019277676899383,-0.0036084651947021484
2004-01-02,1.7936897277832031,0.004741941110553325,0.00848543643951416
2004-01-05,1.8072071075439453,0.00750782034241714,0.013517379760742188
2004-01-06,1.8212946653366089,0.0077649837086803414,0.014087557792663574
2004-01-07,1.8177852630615234,-0.001928731125477658,-0.0035094022750854492
2004-01-08,1.8338866233825684,0.008818680960769237,0.016101360321044922
2004-01-09,1.848087191581726,0.0077136010865151115,0.014200568199157715
2004-01-12,1.845597267150879,-0.0013482065595038027,-0.002489924430847168
2004-01-13,1.8488048315048218,0.0017364461551579538,0.003207564353942871
